,MLSNumber,DOM,List Price,City,Age,CompAvgAge,InteriorSqFt,CompAvgSqFt,Bedrooms,BathsFull,BathsHalf,NumComps,hoaTotalFee,MonthlyMortgage,TaxMonthlyTotal,TotalMonthlyCosts,CompAvgRentRevenue,MonthlyProfit,CapRate
4592,VAFX1136052,84,299000.0,Falls Church,1985,1985.0,894,1048.0,1,1,0.0,1.0,284.5,915.96,282.75,1508.21,1900.0,391.78999999999996,4.701479999999999
4593,VALO415722,72,892096.0,Ashburn,2020,,3165,,4,5,2.0,0.0,242.0,3645.88,459.6666666666667,4372.546666666667,,,
4595,VALO415870,84,2698000.0,Aldie,2014,,5429,,4,4,2.0,0.0,680.0,11958.15,1582.75,14245.9,,,
4610,VALO415694,84,589990.0,Ashburn,2018,,2592,,3,2,1.0,0.0,497.0,2255.34,396.75,3174.09,,,
4611,VAFX1140466,84,339900.0,Fairfax,1996,1997.0,1370,1467.5,3,2,0.0,2.0,471.0,1104.22,326.955,1927.175,2362.5,435.32500000000005,5.2239
4612,VAFX1140440,84,915000.0,Reston,0,,2700,,4,2,0.0,0.0,200.0,3751.31,735.0,4711.3099999999995,,,
4613,VAFX1140406,72,337707.0,Centreville,1997,1996.5,1500,1599.75,3,2,1.0,4.0,371.0,1094.12,273.1666666666667,1763.2866666666666,2141.25,377.96333333333337,4.53556
4621,VAAR165744,78,719000.0,Arlington,2015,,1515,,2,2,0.0,0.0,694.0,2849.15,543.4166666666666,4111.566666666667,,,
4623,VALO415754,65,850000.0,Leesburg,2006,2005.0,5082,4294.0,4,4,1.0,3.0,195.0,3452.12,693.0,4365.12,3533.3333333333335,-831.7866666666664,-9.981439999999997
4627,VALO415748,47,635000.0,Leesburg,2004,2005.4,3513,3436.2,4,3,1.0,5.0,205.0,2462.51,493.75,3186.26,3050.0,-136.26000000000022,-1.6351200000000028
4628,VAAX248286,59,375000.0,Alexandria,1990,1990.0,1098,1096.6666666666667,2,2,0.0,3.0,460.0,1265.78,315.1666666666667,2065.9466666666667,2215.0,149.05333333333328,1.7886399999999993
4642,VAFX1140108,86,799990.0,Mclean,2020,,1337,,2,2,1.0,0.0,577.0,3221.93,0.0,3823.93,,,
4643,VAFX1134874,54,424999.0,Reston,2005,2005.0,1161,1109.6,2,2,0.0,10.0,473.0,1495.92,392.5833333333333,2386.5033333333336,2024.5,-362.00333333333356,-4.344040000000002
4645,VAAR165704,86,569000.0,Arlington,1986,1986.4,900,839.0,1,1,0.0,5.0,538.0,2158.73,366.4166666666667,3088.1466666666665,2170.0,-918.1466666666665,-11.017759999999999
4654,VAFX1139450,6,474900.0,Fairfax,2005,2004.5714285714287,2067,1964.857142857143,3,3,1.0,7.0,321.25,1725.60,368.8333333333333,2440.6833333333334,2527.8571428571427,87.17380952380927,1.0460857142857112
4657,VAAR164042,86,479900.0,Arlington,2006,2006.4782608695652,871,747.0434782608696,1,1,0.0,23.0,399.0,1748.62,320.0833333333333,2492.7033333333334,1945.0,-547.7033333333334,-6.57244
4664,VAFX1139882,87,1349900.0,Vienna,2020,2018.0,3366,2624.5714285714284,4,3,1.0,7.0,100.0,5753.08,0.0,5878.08,3417.8571428571427,-2460.2228571428573,-29.522674285714288
4666,VAFX1139794,48,217000.0,Lorton,1973,1973.0,966,966.0,2,1,1.0,2.0,177.0,538.53,148.0,888.53,1525.0,636.47,7.637639999999999
4674,VAAX247946,87,525000.0,Alexandria,2014,,1079,,2,1,1.0,0.0,521.0,1956.20,489.0,2991.2,,,
4713,VAFX1139026,42,339900.0,Fairfax,1998,1998.0,1291,1398.0,3,2,0.0,2.0,411.0,1104.22,307.25,1847.47,2100.0,252.52999999999997,3.0303599999999995
4730,VALO415106,92,869990.0,Aldie,2020,,3384,,4,3,1.0,0.0,136.75,3544.13,0.08333333333333333,3705.9633333333336,,,
4732,VAPW498530,74,650000.0,Gainesville,2004,,4776,,5,4,1.0,0.0,310.0,2531.56,646.9166666666666,3513.4766666666665,,,
4734,VAFX1138448,93,850000.0,Reston,1999,,2539,,3,3,1.0,0.0,124.0,3452.12,893.4166666666666,4494.536666666667,,,
4738,VAAX247966,93,1850000.0,Alexandria,2019,2020.0,2371,2371.0,3,3,1.0,1.0,417.0,8054.95,1640.9166666666667,10137.866666666667,8750.0,-1387.8666666666668,-16.654400000000003
4744,VAFX1138538,93,2249990.0,Great Falls,2019,,7614,,6,7,1.0,0.0,120.0,9896.04,508.8333333333333,10549.873333333335,,,
4745,VAFX1138532,93,2099990.0,Great Falls,2019,,7614,,5,6,1.0,0.0,120.0,9205.61,681.5833333333334,10032.193333333335,,,
4750,VALO414914,94,634472.0,Sterling,2020,,2352,,3,3,1.0,0.0,170.0,2460.08,0.0,2655.08,,,
4759,VAFX1136766,36,300000.0,Falls Church,1979,1980.0,1373,1389.0,2,2,0.0,2.0,637.0,920.57,244.0,1826.5700000000002,1950.0,123.42999999999984,1.481159999999998
4762,VAFX1138116,95,779990.0,Chantilly,2019,,2210,,3,3,2.0,0.0,128.0,3129.88,603.5833333333334,3886.4633333333336,,,
4774,VALO414736,95,864990.0,Aldie,2020,,3536,,4,3,1.0,0.0,136.75,3521.12,0.08333333333333333,3682.9533333333334,,,
4775,VALO414732,95,844990.0,Aldie,2020,,3363,,4,3,1.0,0.0,136.75,3429.06,0.08333333333333333,3590.8933333333334,,,
4776,VALO414720,95,829990.0,Aldie,2020,,2863,,3,2,1.0,0.0,136.75,3360.02,0.08333333333333333,3521.8533333333335,,,
4778,VALO414584,95,881247.0,Ashburn,2020,,3165,,4,4,1.0,0.0,242.0,3595.95,0.0,3862.95,,,
4781,VAFX1137758,71,339900.0,Reston,2001,2000.0,899,882.0,2,2,0.0,1.0,408.0,1104.22,297.5,1834.72,2100.0,265.28,3.1833599999999995
4787,VAFX1137680,85,1249000.0,Vienna,2002,,5679,,4,4,1.0,0.0,272.5,5288.65,983.5,6569.65,,,
4790,VAFX1137624,91,349900.0,Mclean,1974,1974.0,1180,1047.111111111111,2,2,0.0,9.0,598.0,1150.25,300.3333333333333,2073.5833333333335,1830.5555555555557,-243.02777777777783,-2.916333333333334
4791,VALO414606,96,508990.0,Leesburg,2020,,2452,,3,2,1.0,0.0,229.0,1882.51,0.0,2136.51,,,
4805,VAFX1137254,98,2195000.0,Vienna,2010,2009.0,8443,8500.0,6,6,2.0,1.0,315.0,9642.93,2326.6666666666665,12309.596666666666,6000.0,-6309.596666666666,-75.71516
4812,VAPW498054,95,900000.0,Woodbridge,2003,2001.5,6355,5963.5,5,4,1.0,2.0,113.0,3682.26,760.8333333333334,4581.093333333333,4450.0,-131.09333333333325,-1.573119999999999
4821,VAFX1137178,51,765000.0,Vienna,1997,1998.3,2426,1887.8,3,3,1.0,10.0,110.0,3060.88,699.9166666666666,3895.7966666666666,3040.0,-855.7966666666666,-10.26956
4822,VAPW496852,45,617900.0,Woodbridge,2014,,2882,,4,3,1.0,0.0,110.0,2383.81,500.9166666666667,3019.7266666666665,,,
4828,VAFX1136746,99,235000.0,Falls Church,1975,1973.4,952,1005.4,1,1,0.0,5.0,446.0,621.38,183.83333333333334,1276.2133333333334,1690.0,413.78666666666663,4.965439999999999
4831,VALO414286,99,369962.0,Ashburn,2018,,1012,,2,2,0.0,0.0,477.0,1242.59,0.0,1744.59,,,
4862,VAPW497688,95,330000.0,Haymarket,2006,,1499,,2,2,0.0,0.0,665.0,1058.65,326.0,2074.65,,,
4868,VAFX1136422,26,349000.0,Lorton,2006,2006.0,1250,1240.0,2,2,0.0,3.0,463.0,1146.10,261.4166666666667,1895.5166666666667,1950.0,54.48333333333335,0.6538000000000002
4872,VAPW497766,103,540491.0,Woodbridge,2020,2017.5,2367,2221.6666666666665,3,3,1.0,12.0,110.0,2027.51,0.0,2162.51,3228.6666666666665,1066.1566666666663,12.793879999999996
4873,VAPW497760,103,496990.0,Woodbridge,2020,2017.5,2457,2221.6666666666665,3,2,1.0,12.0,110.0,1827.28,0.0,1962.28,3228.6666666666665,1266.3866666666665,15.19664
4885,VALO414022,81,1200000.0,Leesburg,2005,,5290,,4,5,1.0,0.0,195.0,5063.11,809.5,6092.61,,,
4890,VAAX247552,105,345000.0,Alexandria,1970,1970.0,905,861.0,1,1,0.0,5.0,628.0,1127.69,285.3333333333333,2066.0233333333335,1900.0,-166.02333333333354,-1.9922800000000025
4896,VAFX1136048,105,2900000.0,Vienna,2013,,10426,,6,7,1.0,0.0,100.0,12887.92,1966.3333333333333,14979.253333333334,,,
4905,VAFX1134404,102,699900.0,Reston,2018,,2393,,3,2,1.0,0.0,336.5,2761.24,690.75,3813.49,,,
4911,VAFX1133826,106,2750000.0,Oakton,2010,,13600,,6,8,1.0,0.0,112.5,12197.50,1846.75,14181.75,,,
4919,VAFX1135256,103,2685000.0,Mclean,2002,,9008,,5,5,2.0,0.0,435.0,11898.32,2083.4166666666665,14441.736666666666,,,
4927,VALO413592,108,769000.0,Brambleton,2018,2017.6666666666667,3123,2983.0,4,3,2.0,6.0,218.19,3079.29,598.0,3920.48,3237.5,-682.98,-8.19576
4933,VAFX1134382,109,3475000.0,Mclean,1985,,8952,,7,5,1.0,0.0,125.0,15534.55,2959.25,18643.8,,,
4955,VAFX1132924,112,355000.0,Reston,2006,2006.0,1040,965.0,2,2,0.0,7.0,630.5,1173.72,333.0,2162.2200000000003,1907.142857142857,-255.07714285714314,-3.060925714285718
4978,VALO413196,113,699990.0,Ashburn,2020,,2654,,3,2,1.0,0.0,256.0,2761.65,0.0,3042.65,,,
4979,VALO413194,113,699990.0,Ashburn,2020,,2654,,3,2,1.0,0.0,256.0,2761.65,0.0,3042.65,,,
4991,VAAR164126,114,195000.0,Arlington,1961,1961.0,860,789.3333333333334,1,1,0.0,3.0,560.0,437.27,136.0,1158.27,1313.3333333333333,155.06333333333328,1.860759999999999
