,MLSNumber,DOM,List Price,City,Age,CompAvgAge,InteriorSqFt,CompAvgSqFt,Bedrooms,BathsFull,BathsHalf,NumComps,hoaTotalFee,MonthlyMortgage,TaxMonthlyTotal,TotalMonthlyCosts,CompAvgRentRevenue,MonthlyProfit,CapRate
4,VAPW506102,1,714999.0,Haymarket,2006,2005.857142857143,3441,3640.285714285714,4,2,1.0,7.0,156.0,2830.74,586.3333333333334,3598.0733333333333,3175.714285714286,-422.3590476190475,-5.068308571428569
16,VAPW505858,1,499900.0,Gainesville,2001,,2305,,2,2,0.0,0.0,310.0,1840.67,431.5833333333333,2607.2533333333336,,,
21,VAAX251738,1,439000.0,Alexandria,2007,2004.5,1096,1210.0,2,2,0.0,6.0,522.47,1560.36,349.6666666666667,2457.4966666666664,2408.3333333333335,-49.16333333333296,-0.5899599999999955
27,VAFX1159034,1,514900.0,Alexandria,2005,,1830,,3,3,1.0,0.0,140.0,1909.71,410.9166666666667,2485.6266666666666,,,
35,VALO422792,1,465000.0,Leesburg,2007,2009.625,2280,2371.5,4,2,1.0,8.0,125.0,1680.03,424.75,2254.7799999999997,2550.0,295.22000000000025,3.542640000000003
43,VALO422684,1,420000.0,Leesburg,2000,1998.6666666666667,1678,1762.0,3,3,1.0,6.0,114.0,1472.91,361.1666666666667,1973.0766666666668,2025.0,51.923333333333176,0.6230799999999981
53,VAFX1158302,1,619950.0,Chantilly,2021,,2456,,3,2,1.0,0.0,224.0,2393.24,0.0,2642.24,,,
56,VAAX251714,1,860000.0,Alexandria,2000,2000.6,3122,2823.0,4,3,1.0,5.0,100.0,3498.15,751.0833333333334,4374.233333333334,3769.0,-605.2333333333336,-7.262800000000002
68,VAFX1158986,1,325000.0,Vienna,2000,2000.0,902,876.75,1,1,0.0,4.0,309.0,1035.64,233.66666666666666,1603.3066666666668,1687.5,84.19333333333316,1.0103199999999979
73,VAFX1157330,1,377500.0,Alexandria,2012,2012.0,1155,1219.0,2,2,0.0,2.0,633.0,1277.29,340.0833333333333,2275.3733333333334,2225.0,-50.37333333333345,-0.6044800000000015
81,VAFX1158984,1,529990.0,Herndon,2021,,1495,,2,2,0.0,0.0,280.0,1979.17,508.3333333333333,2792.5033333333336,,,
83,VAFX1158852,1,300000.0,Alexandria,1996,1997.8333333333333,1100,1132.6666666666667,2,2,0.0,6.0,315.0,920.57,228.0,1488.5700000000002,1745.8333333333333,257.2633333333331,3.0871599999999972
84,VAAR170328,1,579900.0,Arlington,1940,1941.7777777777778,1500,1461.111111111111,2,2,0.0,9.0,418.0,2208.90,421.9166666666667,3073.8166666666666,2350.0,-723.8166666666666,-8.685799999999999
85,VAFX1158974,1,489990.0,Herndon,2021,,1451,,2,2,0.0,0.0,280.0,1795.06,469.5833333333333,2569.6433333333334,,,
88,VAFX1158972,1,449990.0,Herndon,2020,,1275,,2,2,0.0,0.0,280.0,1610.94,431.25,2347.19,,,
90,VAFX1158964,1,524990.0,Herndon,2020,,1469,,2,2,0.0,0.0,280.0,1956.16,503.3333333333333,2764.4933333333333,,,
95,VAAR170586,1,624900.0,Arlington,1996,,890,,2,1,0.0,0.0,475.0,2416.03,445.75,3361.78,,,
97,VAFX1158958,1,574990.0,Herndon,2020,,1658,,2,2,0.0,0.0,280.0,2186.30,551.6666666666666,3042.9666666666667,,,
102,VAFX1158738,1,570000.0,Vienna,1989,,1452,,3,2,1.0,0.0,344.0,2163.33,546.0,3078.33,,,
103,VAFX1158948,1,504990.0,Herndon,2021,,1515,,2,2,0.0,0.0,180.0,1864.10,484.1666666666667,2553.2666666666664,,,
104,VAPW506172,1,365000.0,Woodbridge,2013,2010.5333333333333,2379,2240.8,3,2,1.0,15.0,329.0,1219.75,332.3333333333333,1906.0833333333333,2293.3333333333335,387.2500000000002,4.647000000000003
106,VAFX1158946,1,559990.0,Fairfax,2021,,1391,,2,2,0.0,0.0,399.0,2117.26,550.8333333333334,3092.0933333333337,,,
107,VAFX1158944,1,749990.0,Fairfax,2021,,1913,,3,2,0.0,0.0,399.0,2991.79,737.5,4153.29,,,
109,VAFX1158936,1,615547.0,Fairfax,2020,,1391,,2,2,0.0,0.0,399.0,2372.98,635.8333333333334,3432.8133333333335,,,
112,VAFX1158928,1,632775.0,Fairfax,2020,,1546,,2,2,0.0,0.0,399.0,2452.27,625.0,3501.27,,,
115,VAPW506156,1,335000.0,Woodbridge,1996,1994.0,1680,2054.0,3,2,1.0,1.0,118.65,1081.67,310.75,1536.0700000000002,1900.0,363.92999999999984,4.3671599999999975
116,VAMN140520,1,345000.0,Manassas,1996,,1364,,3,2,1.0,0.0,102.7,1127.69,352.1666666666667,1607.5566666666668,,,
118,VAFX1158922,1,638445.0,Fairfax,2020,,1556,,2,2,0.0,0.0,399.0,2478.37,627.9166666666666,3530.2866666666664,,,
121,VAFX1158920,1,522490.0,Fairfax,2020,,1171,,2,2,0.0,0.0,399.0,1944.65,516.6666666666666,2885.3166666666666,,,
123,VAFX1158918,1,507490.0,Fairfax,2020,,1183,,2,2,0.0,0.0,399.0,1875.61,499.1666666666667,2798.776666666666,,,
126,VAPW506186,1,320000.0,Woodbridge,2013,2013.0,1416,1416.0,2,2,1.0,1.0,250.0,1012.62,286.9166666666667,1574.5366666666666,1850.0,275.46333333333337,3.3055600000000003
136,VAPW506182,1,329950.0,Woodbridge,2014,,1614,,3,2,1.0,0.0,180.0,1058.42,296.1666666666667,1559.5866666666668,,,
145,VALO422560,1,614990.0,Ashburn,2016,2016.142857142857,2744,2630.714285714286,4,4,1.0,7.0,160.0,2370.41,466.1666666666667,3021.5766666666664,2785.714285714286,-235.8623809523806,-2.830348571428567
156,VAFX1158512,1,379500.0,Falls Church,1987,1987.0,1074,1077.357142857143,2,2,0.0,14.0,579.0,1286.49,325.8333333333333,2216.3233333333333,2057.1428571428573,-159.18047619047593,-1.9101657142857114
157,VAAR170594,1,625000.0,Arlington,2006,2005.6666666666667,901,965.3333333333334,2,1,1.0,3.0,499.0,2416.49,446.4166666666667,3386.9066666666663,3000.0,-386.9066666666663,-4.6428799999999955
166,VAFX1155402,1,275000.0,Lorton,1993,1993.875,914,1029.625,2,1,0.0,8.0,300.0,805.50,226.33333333333334,1356.8333333333333,1708.125,351.29166666666674,4.215500000000001
172,VAPW504600,1,530000.0,Gainesville,2009,2007.3333333333333,3204,3345.3333333333335,4,3,1.0,3.0,110.0,1979.22,474.75,2588.9700000000003,2710.0,121.02999999999975,1.452359999999997
188,VAFX1158832,1,480000.0,Oakton,1974,1974.0,1906,1605.3333333333333,3,2,2.0,3.0,438.0,1749.08,396.0833333333333,2608.1633333333334,2200.0,-408.1633333333334,-4.897960000000001
189,VAFX1154424,1,378000.0,Oakton,1983,1984.090909090909,1411,1449.4848484848485,3,2,0.0,33.0,418.0,1279.59,326.5,2049.09,2066.212121212121,17.122121212120874,0.20546545454545048
205,VAFX1158200,1,1200000.0,Reston,1986,1988.0,4150,3491.0,4,3,1.0,2.0,125.0,5063.11,963.5,6176.61,3675.0,-2501.6099999999997,-30.019319999999993
216,VAAR170542,1,555000.0,Arlington,1940,1940.0,1500,1487.5,2,2,0.0,4.0,413.0,2094.29,421.9166666666667,2954.2066666666665,2481.25,-472.9566666666665,-5.675479999999998
218,VAFX1158736,1,319900.0,Annandale,1986,1986.2,1130,1107.0,2,2,0.0,5.0,396.0,1012.16,258.1666666666667,1691.3266666666666,1754.0,62.6733333333334,0.7520800000000007
219,VALO422556,1,383000.0,Aldie,2015,,1592,,2,2,1.0,0.0,205.0,1302.60,150.91666666666666,1683.5166666666667,,,
223,VAFX1155934,1,325000.0,Alexandria,1985,,1000,,2,1,0.0,0.0,367.0,1035.64,259.0833333333333,1686.7233333333334,,,
224,VALO422720,1,465000.0,Ashburn,2013,2014.5,2452,2456.8333333333335,3,2,1.0,6.0,240.0,1680.03,352.8333333333333,2297.8633333333332,2304.0,6.13666666666677,0.07364000000000123
228,VAFX1158580,1,299900.0,Falls Church,1985,1984.4285714285713,890,739.8571428571429,1,1,0.0,7.0,344.0,920.11,256.5,1545.6100000000001,1625.0,79.38999999999987,0.9526799999999984
230,VAFX1158402,1,289900.0,Springfield,1968,1968.0,1104,1048.2941176470588,2,1,0.0,17.0,370.0,874.08,222.0,1491.08,1703.8235294117646,212.7435294117647,2.5529223529411764
232,VAFX1158592,1,249000.0,Reston,1972,1972.0,980,1079.0,2,1,0.0,5.0,573.0,685.82,205.5,1489.3200000000002,1690.0,200.67999999999984,2.408159999999998
235,VAFX1158806,1,559900.0,Falls Church,1972,1973.2,1386,1386.0,3,3,1.0,5.0,103.75,2116.84,437.75,2683.34,2339.0,-344.34000000000015,-4.132080000000002
236,VAAX251692,1,679900.0,Alexandria,1986,1982.0,1176,950.0,2,2,1.0,1.0,477.83,2669.18,615.9250000000001,3787.935,2800.0,-987.935,-11.85522
240,VAPW506134,1,325000.0,Haymarket,2009,2007.5,2215,1972.0,3,2,1.0,2.0,375.0,1035.64,294.8333333333333,1730.4733333333334,2025.0,294.52666666666664,3.5343199999999997
258,VAFX1158752,1,499993.0,Herndon,2000,2000.0,2162,1877.625,3,3,1.0,8.0,102.0,1841.10,437.6666666666667,2405.7666666666664,2368.75,-37.016666666666424,-0.4441999999999971
266,VAFX1158762,2,1179900.0,Herndon,2000,,5584,,5,5,1.0,0.0,116.66666666666667,4970.60,1007.8333333333334,6120.1,,,
267,VAFX1158296,2,840000.0,Alexandria,2007,2010.0,4338,3241.0,4,4,1.0,1.0,104.0,3406.09,720.9166666666666,4256.006666666667,4400.0,143.99333333333288,1.7279199999999946
270,VAPW505954,1,275000.0,Woodbridge,1998,,1552,,3,1,1.0,0.0,309.0,805.50,241.0,1380.5,,,
278,VAAR170574,2,800000.0,Arlington,2006,2006.0,1502,1199.3333333333333,2,2,0.0,3.0,566.0,3221.98,596.8333333333334,4409.8133333333335,2915.0,-1494.8133333333335,-17.937760000000004
286,VAFX1158354,2,255000.0,Springfield,1968,1968.0,961,1048.2941176470588,2,1,0.0,17.0,322.0,713.44,203.08333333333334,1263.5233333333333,1703.8235294117646,440.3001960784313,5.283602352941176
289,VALO422602,2,375000.0,Aldie,2004,,1953,,3,2,1.0,0.0,355.0,1265.78,298.0833333333333,1943.8633333333332,,,
292,VAAX251670,2,799900.0,Alexandria,2017,,2564,,4,3,2.0,0.0,217.0,3221.52,735.0,4198.52,,,
301,VAFX1158640,2,240000.0,Herndon,1978,1975.5714285714287,1048,1300.2857142857142,2,1,0.0,7.0,284.0,644.40,221.66666666666666,1175.0666666666666,1592.142857142857,417.0761904761905,5.004914285714286
302,VAFC120490,2,599900.0,Fairfax,2017,2017.0,1605,1434.0,3,2,1.0,1.0,290.0,2300.95,457.25,3073.2,2500.0,-573.1999999999998,-6.878399999999998
310,VAAR170478,2,605000.0,Arlington,1996,1996.0,941,924.0,2,2,0.0,3.0,506.0,2324.43,476.1666666666667,3331.5966666666664,2850.0,-481.59666666666635,-5.7791599999999965
312,VALO422656,1,897000.0,Leesburg,2005,2005.0,5777,6752.0,5,5,0.0,1.0,125.0,3668.46,636.1666666666666,4454.626666666667,3995.0,-459.626666666667,-5.515520000000004
317,VAAR170342,2,729900.0,Arlington,2005,2005.0,1231,1116.0,2,2,0.0,4.0,543.0,2899.32,590.5833333333334,4057.9033333333336,3187.5,-870.4033333333336,-10.444840000000005
318,VAFX1157624,2,520000.0,Alexandria,1989,1990.142857142857,1728,1600.2857142857142,3,2,2.0,7.0,101.25,1933.19,389.6666666666667,2449.1066666666666,2435.714285714286,-13.39238095238079,-0.16070857142856948
319,VAAX251360,2,325000.0,Alexandria,1974,1974.0,1028,960.3333333333334,2,2,0.0,3.0,428.0,1035.64,235.25,1723.89,1820.0,96.1099999999999,1.1533199999999988
323,VALO422676,1,235000.0,Brambleton,2005,2005.5625,897,772.375,1,1,0.0,16.0,372.83000000000004,621.38,178.08333333333334,1197.2933333333333,1900.5,703.2066666666667,8.43848
328,VAFX1158666,2,189950.0,Alexandria,1977,1976.6666666666667,870,870.0,1,1,1.0,3.0,354.0,414.02,132.25,925.27,1396.6666666666667,471.39666666666676,5.656760000000001
335,VAFX1158372,1,384500.0,Centreville,1986,,1200,,3,3,1.0,0.0,120.0,1309.51,320.6666666666667,1775.1766666666667,,,
339,VAAX250612,2,485000.0,Alexandria,1983,,1824,,3,2,1.0,0.0,105.0,1772.09,419.9166666666667,2322.0066666666667,,,
340,VAFX1158134,1,574900.0,Reston,1965,1965.0,1800,2156.0,3,2,0.0,1.0,300.3333333333333,2185.88,434.0,2945.2133333333336,2395.0,-550.2133333333336,-6.602560000000003
342,VAFX1158630,2,504900.0,Fairfax,2006,2006.2,2188,1808.8,3,2,1.0,5.0,265.0,1863.69,381.0,2534.69,2269.0,-265.69000000000005,-3.188280000000001
348,VALO422514,1,549999.0,Ashburn,2020,2017.0,2634,2174.0,3,2,1.0,1.0,248.0,2071.27,399.56166666666667,2743.8316666666665,2299.0,-444.8316666666665,-5.337979999999998
350,VAFX1158568,2,235000.0,Alexandria,1988,1988.5,898,898.0,2,2,0.0,6.0,263.0,621.38,187.16666666666666,1096.5466666666666,1606.6666666666667,510.1200000000001,6.1214400000000015
355,VALO422654,2,684900.0,Ashburn,2020,2018.5,1494,1497.0,2,2,1.0,2.0,459.0,2692.20,0.0,3176.2,2700.0,-476.1999999999998,-5.714399999999998
356,VALO422650,2,689900.0,Ashburn,2020,2018.6363636363637,1787,1646.6363636363637,3,2,1.0,11.0,557.0,2715.21,0.0,3297.21,2906.818181818182,-390.39181818181805,-4.684701818181817
359,VAFX1157646,2,749999.0,Fairfax,2005,2005.6666666666667,2152,2022.6666666666667,3,3,1.0,3.0,185.0,2991.83,636.6666666666666,3838.4966666666664,3166.6666666666665,-671.8299999999999,-8.06196
374,VAAX251632,1,329900.0,Alexandria,1959,1959.0,879,899.75,2,1,0.0,4.0,296.0,1058.19,250.08333333333334,1629.2733333333333,1836.25,206.9766666666667,2.4837200000000004
376,VAFX1158478,2,521900.0,Fairfax,1986,,1386,,3,2,1.0,0.0,105.0,1941.93,459.75,2531.6800000000003,,,
382,VAFX1153472,2,549000.0,Springfield,1984,,1590,,3,2,2.0,0.0,112.0,2066.67,443.9166666666667,2647.5866666666666,,,
383,VAFX1157514,1,409999.0,Centreville,1992,,1320,,2,3,1.0,0.0,105.0,1426.87,350.3333333333333,1907.2033333333331,,,
384,VAFX1158552,2,439800.0,Reston,2004,,1047,,2,2,0.0,0.0,445.0,1564.04,380.0833333333333,2414.1233333333334,,,
401,VAMN140548,1,349900.0,Manassas,2000,,1480,,4,3,1.0,0.0,105.0,1150.25,382.0833333333333,1662.3333333333333,,,
403,VAFX1158234,2,345000.0,Mclean,1978,1978.9333333333334,992,976.4,1,1,0.0,15.0,586.0,1127.69,274.6666666666667,2013.3566666666668,1855.0,-158.3566666666668,-1.9002800000000013
407,VAFX1157888,2,599000.0,Fairfax,1980,1980.0,2300,2144.0,3,3,1.0,2.0,107.0,2296.81,471.8333333333333,2900.6433333333334,2525.0,-375.64333333333343,-4.507720000000001
409,VAPW504578,1,220000.0,Woodbridge,1984,,1242,,2,1,0.0,0.0,380.5475,552.34,190.66666666666666,1148.5541666666668,,,
419,VAAR170514,1,599900.0,Arlington,1940,1941.7777777777778,1500,1461.111111111111,2,2,0.0,9.0,418.0,2300.95,421.9166666666667,3165.8666666666663,2350.0,-815.8666666666663,-9.790399999999996
426,VALO422608,1,264900.0,Ashburn,1991,1991.0,1019,1019.0,2,2,0.0,10.0,406.5,759.01,195.83333333333334,1386.3433333333332,1712.5,326.15666666666675,3.9138800000000007
430,VAAX251600,1,365000.0,Alexandria,1974,1974.0,980,1112.0,2,1,0.0,9.0,452.0,1219.75,300.8333333333333,1997.5833333333333,2015.5555555555557,17.9722222222224,0.21566666666666878
432,VAFX1157880,3,349000.0,Alexandria,1995,1995.5,1184,1194.6666666666667,2,2,1.0,6.0,475.0,1146.10,293.8333333333333,1939.9333333333332,1998.3333333333333,58.40000000000009,0.7008000000000011
439,VAPW506038,3,300000.0,Woodbridge,2005,2005.0,1744,1720.6666666666667,2,2,0.0,3.0,385.0,920.57,240.91666666666666,1571.486666666667,1933.3333333333333,361.84666666666635,4.342159999999996
440,VAFX1157264,3,212000.0,Alexandria,1986,1985.6666666666667,1080,1074.6666666666667,2,2,0.0,3.0,365.0,515.52,174.66666666666666,1080.1866666666667,1566.6666666666667,486.48,5.83776
444,VALO422600,1,385000.0,Aldie,2013,2012.6,1876,1993.6,3,2,1.0,5.0,323.0,1311.81,299.75,1959.56,2210.0,250.44000000000005,3.005280000000001
445,VAAR170500,3,760000.0,Arlington,1988,1986.0,1458,1368.0,3,3,1.0,1.0,141.66666666666666,3037.87,615.75,3820.2866666666664,3800.0,-20.286666666666406,-0.24343999999999685
447,VAFX1158442,3,574990.0,Fairfax,2021,,1532,,2,2,0.0,0.0,399.0,2186.30,565.4166666666666,3175.7166666666667,,,
451,VALO422554,1,499999.0,Ashburn,1996,,2258,,3,2,2.0,0.0,128.5,1841.13,362.25,2356.88,,,
461,VAPW506012,3,312000.0,Woodbridge,2009,2009.2608695652175,1540,1685.608695652174,3,2,1.0,23.0,300.0,975.80,281.1666666666667,1581.9666666666667,2107.8260869565215,525.8594202898548,6.310313043478258
462,VAAR170488,1,1985000.0,Arlington,2000,,3344,,3,3,2.0,0.0,237.5,8676.33,1540.5833333333333,10479.413333333334,,,
465,VAFX1158396,3,894990.0,Lorton,2020,2016.0,3797,4895.0,5,4,1.0,1.0,130.0,3659.20,205.08333333333334,4019.2833333333333,3300.0,-719.2833333333333,-8.6314
467,VAPW505934,3,395000.0,Woodbridge,2005,2003.5384615384614,2386,2174.769230769231,3,2,1.0,13.0,106.0,1357.83,363.6666666666667,1852.4966666666667,2104.6153846153848,252.11871794871809,3.025424615384617
477,VAFX1158072,1,325000.0,Falls Church,1985,,985,,1,1,0.0,0.0,326.0,1035.64,275.5,1662.14,,,
478,VAPW505996,3,579990.0,Haymarket,2020,2019.0,1822,1408.5,2,2,0.0,2.0,225.0,2209.31,544.1666666666666,3003.4766666666665,7747.5,4744.0233333333335,56.92828
479,VAFX1158328,3,750000.0,Alexandria,1986,,2784,,5,4,1.0,0.0,108.75,2991.84,639.4166666666666,3765.0066666666667,,,
482,VAFX1158208,1,325000.0,Springfield,1968,1968.0,1488,1217.0,2,1,1.0,10.0,496.0,1035.64,276.1666666666667,1832.8066666666668,1789.0,-43.80666666666684,-0.5256800000000021
483,VAPW505986,3,559990.0,Haymarket,2020,2019.0,1676,1408.5,2,2,0.0,2.0,225.0,2117.26,525.0,2892.26,7747.5,4855.24,58.262879999999996
484,VAFX1158338,3,409000.0,Reston,2007,2007.0,1000,1092.0,1,1,0.0,2.0,687.0,1422.27,395.4166666666667,2529.6866666666665,2200.0,-329.6866666666665,-3.9562399999999975
489,VAPW505928,3,289900.0,Manassas,1990,1993.5,1277,1446.0,3,2,1.0,2.0,285.0,874.08,231.66666666666666,1415.7466666666667,1787.5,371.75333333333333,4.461040000000001
491,VAAR170474,3,209519.0,Arlington,1992,1992.0,1044,1352.0,2,2,0.0,1.0,417.0,504.10,188.08333333333334,1134.1833333333334,5732.0,4597.816666666667,55.17380000000001
497,VAFX1158218,1,304900.0,Lorton,1996,1993.7272727272727,1294,1113.5454545454545,2,2,1.0,11.0,410.0,943.12,226.41666666666666,1604.5366666666666,1712.7272727272727,108.19060606060611,1.2982872727272734
500,VAAR170468,3,215000.0,Arlington,1992,1992.0,1152,1352.0,2,2,0.0,1.0,440.0,529.33,188.75,1183.08,5732.0,4548.92,54.587039999999995
502,VAPW505962,3,399990.0,Haymarket,2007,2007.0,1833,1833.0,3,2,0.0,1.0,671.0,1380.80,376.8333333333333,2453.6333333333337,2500.0,46.36666666666633,0.556399999999996
510,VALO422542,1,899000.0,Chantilly,2008,,5615,,6,4,1.0,0.0,102.0,3677.66,679.3333333333334,4483.993333333333,,,
511,VAFX1158176,3,372000.0,Falls Church,1984,1985.0,1039,1191.0,2,1,0.0,3.0,344.0,1251.97,294.0833333333333,1915.0533333333333,2160.0,244.94666666666672,2.9393600000000006
522,VAAX251560,1,364999.0,Alexandria,1941,1941.0,930,922.304347826087,2,1,0.0,23.0,477.0,1219.75,326.5,2048.25,1989.7826086956522,-58.46739130434776,-0.7016086956521731
526,VAFX1156974,3,550000.0,Fairfax,1997,1997.0,2106,1824.0,3,2,2.0,3.0,115.0,2071.27,520.5,2731.77,2531.6666666666665,-200.10333333333347,-2.401240000000002
531,VAFX1158246,1,394000.0,Alexandria,1992,1991.642857142857,1415,1357.5714285714287,2,2,1.0,14.0,546.0,1353.23,296.9166666666667,2221.1466666666665,2100.0,-121.14666666666653,-1.4537599999999984
534,VAFX1158032,1,625000.0,Reston,1982,,2164,,2,2,0.0,0.0,680.0,2416.49,551.4166666666666,3672.9066666666663,,,
537,VAFX1158166,3,264950.0,Reston,1971,1971.0,986,984.3333333333334,2,2,0.0,3.0,482.0,759.24,218.25,1484.49,1783.3333333333333,298.84333333333325,3.586119999999999
539,VAFX1158222,3,355000.0,Reston,1995,1994.0,1053,991.8,2,2,0.0,5.0,434.0,1173.72,296.5833333333333,1929.3033333333333,1830.0,-99.30333333333328,-1.1916399999999994
545,VALO422522,1,625000.0,Leesburg,2005,2002.0,2707,2565.0,3,3,1.0,3.0,195.0,2416.49,493.25,3129.74,2859.6666666666665,-270.07333333333327,-3.2408799999999993
563,VAAX251524,4,519900.0,Alexandria,1976,,2268,,2,3,1.0,0.0,310.0,1932.73,433.75,2701.48,,,
569,VALO422426,3,1179000.0,Leesburg,2003,,6902,,5,5,1.0,0.0,180.0,4966.45,775.25,5946.7,,,
577,VAFX1156294,2,672000.0,Alexandria,1998,1996.875,2160,2054.1,3,2,2.0,40.0,104.0,2632.82,569.9166666666666,3331.7366666666667,2871.0,-460.7366666666667,-5.52884
580,VAPW505848,4,438000.0,Woodbridge,2005,2005.0,2173,2079.0,2,2,0.0,2.0,684.5,1555.76,425.6666666666667,2690.9266666666667,2175.0,-515.9266666666667,-6.191120000000001
588,VAFX1157890,3,424900.0,Falls Church,1994,1994.0,878,878.0,2,1,0.0,1.0,386.0,1495.46,371.1666666666667,2277.6266666666666,1975.0,-302.62666666666655,-3.6315199999999983
589,VALO422500,4,571950.0,Ashburn,2021,2019.0,2670,2634.0,3,2,1.0,2.0,248.0,2172.31,0.0,2445.31,2900.0,454.69000000000005,5.4562800000000005
592,VAFX1158102,4,420000.0,Vienna,2003,2004.5555555555557,1098,1161.888888888889,2,2,0.0,9.0,430.0,1472.91,348.3333333333333,2276.2433333333333,2521.6666666666665,245.42333333333318,2.945079999999998
597,VAFX1157736,1,688000.0,Lorton,2010,2009.0,3256,3500.0,4,4,1.0,1.0,112.5,2706.46,623.0833333333334,3467.0433333333335,3600.0,132.95666666666648,1.5954799999999978
600,VAPW505300,1,189900.0,Woodbridge,1983,1983.0,855,857.0,2,1,0.0,1.0,315.5475,413.79,150.25,904.5875000000001,1300.0,395.4124999999999,4.744949999999999
602,VAFX1157212,1,399999.0,Vienna,2005,2005.0,933,791.7142857142857,1,1,0.0,7.0,396.0,1380.84,326.0833333333333,2127.923333333333,1735.7142857142858,-392.2090476190474,-4.706508571428569
603,VAPW505828,4,409000.0,Woodbridge,2012,2013.6666666666667,1790,1519.5,3,3,1.0,6.0,169.0,1422.27,377.6666666666667,1993.9366666666667,1840.8333333333333,-153.10333333333347,-1.8372400000000015
608,VAAR170396,2,449000.0,Arlington,1987,1987.0,910,931.6666666666666,2,1,1.0,3.0,646.0,1606.39,342.9166666666667,2620.306666666667,2383.3333333333335,-236.97333333333336,-2.84368
616,VAAR170388,4,399900.0,Arlington,1950,1950.0,875,811.0344827586207,2,1,0.0,29.0,341.0,1380.39,296.4166666666667,2042.8066666666668,1909.655172413793,-133.15149425287382,-1.597817931034486
622,VAFX1158054,2,239900.0,Alexandria,1963,1963.0,977,959.0,2,1,0.0,3.0,561.0,643.94,195.58333333333334,1425.5233333333333,1715.0,289.4766666666667,3.47372
623,VAFX1158002,4,729999.0,Herndon,2003,2003.2857142857142,3171,3018.5714285714284,4,3,1.0,7.0,110.0,2899.78,580.25,3615.03,2985.0,-630.0300000000002,-7.560360000000002
626,VAFX1158052,2,479900.0,Springfield,1974,1973.5,1942,1972.0,4,3,1.0,2.0,100.0,1748.62,418.6666666666667,2292.2866666666664,2450.0,157.7133333333336,1.8925600000000031
629,VALO422008,2,355000.0,Ashburn,2007,2006.6666666666667,1684,1423.8333333333333,2,2,1.0,6.0,392.0,1173.72,276.25,1866.97,1929.1666666666667,62.196666666666715,0.7463600000000006
630,VAAR169882,2,459000.0,Arlington,1983,1983.0,913,912.0,2,1,0.0,1.0,335.0,1652.42,336.6666666666667,2349.0866666666666,1975.0,-374.0866666666666,-4.489039999999999
638,VAFX1156612,4,499000.0,Herndon,2005,2006.3030303030303,1638,1713.3333333333333,3,2,2.0,33.0,230.0,1836.53,450.25,2541.7799999999997,2178.2727272727275,-363.50727272727227,-4.362087272727267
640,VALO421820,1,599000.0,Leesburg,2002,2001.5,2587,2503.25,3,2,2.0,4.0,195.0,2296.81,457.0,2973.81,2882.25,-91.55999999999995,-1.0987199999999995
644,VAPW505518,4,338500.0,Haymarket,2007,,1499,,2,2,0.0,0.0,697.0,1097.77,327.3333333333333,2147.1033333333335,,,
649,VAFX1158018,3,225000.0,Alexandria,1978,1976.142857142857,1266,1270.857142857143,3,2,0.0,7.0,490.0,575.35,190.16666666666666,1280.5166666666667,1897.0,616.4833333333333,7.3978
660,VAFX1154364,5,199000.0,Alexandria,1974,1976.0,1050,1078.0,2,2,0.0,9.0,420.0,455.68,164.41666666666666,1065.0966666666668,1658.888888888889,593.7922222222221,7.1255066666666655
663,VAFX1157816,5,308000.0,Reston,1985,1985.0,1059,912.4,2,2,0.0,20.0,479.0,957.39,274.1666666666667,1735.5566666666666,1712.75,-22.806666666666615,-0.27367999999999937
682,VAFX1157500,2,315000.0,Reston,1995,1994.3333333333333,966,801.0,1,1,0.0,3.0,447.0,989.61,278.1666666666667,1739.7766666666669,1521.6666666666667,-218.11000000000013,-2.6173200000000016
692,VAFX1157950,2,330000.0,Falls Church,1965,,1070,,2,2,0.0,0.0,546.0,1058.65,235.33333333333334,1864.9833333333333,,,
699,VAPW505596,6,295000.0,Woodbridge,2006,2005.8333333333333,1879,1802.5,3,2,1.0,6.0,415.0,897.55,263.9166666666667,1601.4666666666667,1915.8333333333333,314.36666666666656,3.772399999999999
700,VAAX251496,6,345000.0,Alexandria,1959,1959.0,1212,1190.0,3,2,0.0,1.0,431.0,1127.69,314.0,1897.69,1795.0,-102.69000000000005,-1.2322800000000007
706,VAFX1157934,3,395000.0,Alexandria,1998,1997.5,1370,1280.0,3,2,0.0,2.0,482.0,1357.83,307.8333333333333,2172.6633333333334,2125.0,-47.66333333333341,-0.5719600000000009
708,VALO422360,4,635000.0,Leesburg,2011,2012.0,4045,4686.0,5,4,1.0,3.0,103.0,2462.51,469.8333333333333,3060.3433333333337,3113.3333333333335,52.98999999999978,0.6358799999999973
710,VALO422338,6,650000.0,Leesburg,2017,,2844,,3,2,1.0,0.0,491.0,2531.56,531.75,3579.31,,,
720,VAFX1157910,6,799900.0,Mclean,2019,2016.0,875,754.0,2,1,1.0,2.0,500.0,3221.52,0.0,3746.52,2632.5,-1114.02,-13.36824
723,VALO422364,6,5100000.0,Leesburg,2008,,18812,,8,9,4.0,0.0,440.0,23014.15,2945.0,26424.15,,,
729,VAPW505678,1,274900.0,Gainesville,2005,2005.3636363636363,1825,1777.7272727272727,3,2,1.0,11.0,620.0,805.03,262.25,1712.28,1952.2727272727273,239.99272727272728,2.8799127272727274
